LOTE;FECHA;TURBIDEZ;VIABILIDAD;GLUCOSA_G/L
23061;04/07/2023 16:00;19,52;12906666,67;1,95
23061;04/07/2023 20:00;21,2;22480000,00;1,87
23061;05/07/2023 06:15;30,96;65626666,67;2,48
23061;05/07/2023 10:30;39,44;100000000,00;1,75
23061;05/07/2023 14:15;47,44;94933333,33;1,54
23061;05/07/2023 18:15;56,4;112800000,00;1,27
23061;06/07/2023 06:00;73,2;139200000,00;0,7
23061;06/07/2023 07:00;75,04;145333333,33;0,68
23061;06/07/2023 08:00;73,36;145333333,33;0,55
23061;06/07/2023 10:30;75,52;157600000,00;0,42
P23273;05/07/2023 13:40;20,4;11813333,33;1,95
P23273;05/07/2023 17:40;20,48;11653333,33;1,87
P23273;06/07/2023 08:00;28,48;40533333,33;1,89
P23273;06/07/2023 12:00;32,88;55146666,67;1,62
P23273;06/07/2023 16:00;42,8;71680000,00;1,57
P23273;06/07/2023 20:00;50,24;73813333,33;1,45
P23273;07/07/2023 06:30;66,4;165333333,33;0,99
P23273;07/07/2023 08:30;67,52;173333333,33;0,83
P23273;07/07/2023 11:00;69,76;168533333,33;0,72
P23273;07/07/2023 12:00;70;189333333,33;0,64
P23273;07/07/2023 14:30;75,12;159466666,67;0,51
23062;10/07/2023 08:00;16,96;5424000,00;1,86
23062;10/07/2023 12:00;18,16;69413333,33;1,01
23062;10/07/2023 16:00;18,88;9866666,67;2,14
23062;10/07/2023 20:00;19,6;13546666,67;2,1
23062;11/07/2023 06:45;25,12;41786666,67;1,96
23062;11/07/2023 11:00;28,64;61045333,33;1,96
23062;11/07/2023 15:00;36,64;72800000,00;1,89
23062;11/07/2023 19:00;43,2;64640000,00;1,77
23062;12/07/2023 06:00;64;161333333,33;1,3
23062;12/07/2023 07:45;65,36;167200000,00;1,13
23062;12/07/2023 08:45;66,56;165600000,00;1,13
23062;12/07/2023 11:15;69,2;123200000,00;1,02
23063;10/07/2023 08:00;17,6;4856000,00;1,98
23063;10/07/2023 12:00;18,48;8248000,00;1,97
23063;10/07/2023 16:00;18,96;9413333,33;2,02
23063;10/07/2023 20:00;19,84;16106666,67;2,05
23063;11/07/2023 06:45;26;44666666,67;1,84
23063;11/07/2023 11:00;30,56;65840000,00;1,84
23063;11/07/2023 15:00;37,12;73786666,67;1,74
23063;11/07/2023 19:00;45,04;76080000,00;1,67
23063;12/07/2023 06:00;60,32;141333333,33;1,11
23063;12/07/2023 07:45;63,36;134133333,33;1,06
23063;12/07/2023 08:45;65,04;138133333,33;1,01
23063;12/07/2023 10:00;66,32;169600000,00;0,94
23063;12/07/2023 11:15;68,32;113866666,67;0,9
23063;12/07/2023 13:00;66,24;152800000,00;0,81
23064;11/07/2023 08:00;16,48;5514666,67;1,97
23064;11/07/2023 12:00;16,56;9706666,67;1,94
23064;11/07/2023 16:00;17,68;11626666,67;2,11
23064;11/07/2023 20:00;18,08;17866666,67;2,17
23064;12/07/2023 06:30;27,28;41840000,00;1,96
23064;12/07/2023 10:40;32,8;67520000,00;1,95
23064;12/07/2023 14:30;45,28;92266666,67;1,67
23064;12/07/2023 18:30;55,04;183200000,00;1,43
23064;13/07/2023 06:15;77,6;138400000,00;0,78
23064;13/07/2023 07:15;80,8;172533333,33;0,68
23064;13/07/2023 08:00;81,6;118133333,33;0,61
23064;13/07/2023 10:00;81,6;183200000,00;0,48
23065;11/07/2023 08:00;18,88;4741333,33;1,99
23065;11/07/2023 12:00;19,04;9360000,00;1,86
23065;11/07/2023 16:00;19,92;13896000,00;1,96
23065;11/07/2023 20:00;21,2;15866666,67;2,02
23065;12/07/2023 06:30;28,4;51760000,00;2,01
23065;12/07/2023 10:40;34,72;48933333,33;1,98
23065;12/07/2023 14:30;42,72;84960000,00;1,73
23065;12/07/2023 18:30;52,96;157600000,00;1,6
23065;13/07/2023 06:15;74,8;117866666,67;0,88
23065;13/07/2023 07:15;75,12;136533333,33;0,83
23065;13/07/2023 09:00;74,88;150133333,33;0,68
23065;13/07/2023 11:00;75,04;160533333,33;0,55
23067;17/07/2023 08:00;18,08;6874666,67;1,74
23067;17/07/2023 12:00;18,16;11680000,00;1,94
23067;17/07/2023 16:00;19,2;15546666,67;1,91
23067;17/07/2023 20:00;19,36;27386666,67;2,1
23067;18/07/2023 07:00;27,52;80320000,00;1,82
23067;18/07/2023 11:00;33,52;85866666,67;1,72
23067;18/07/2023 15:00;40,56;122400000,00;1,71
23067;18/07/2023 19:00;47,12;218666666,67;1,35
23067;19/07/2023 06:00;60,48;227733333,33;0,93
23067;19/07/2023 07:15;60,32;144000000,00;0,68
23067;19/07/2023 08:30;61,2;188533333,33;0,83
23067;19/07/2023 09:30;60,72;153333333,33;0,75
23067;19/07/2023 11:30;60,56;154666666,67;0,68
23068;18/07/2023 08:10;16,4;7181333,33;1,81
23068;18/07/2023 12:10;15,44;11840000,00;2,02
23068;18/07/2023 16:10;16,96;18026666,67;1,95
23068;18/07/2023 20:10;18,08;28960000,00;1,98
23068;19/07/2023 06:30;25,68;88266666,67;2,07
23068;19/07/2023 10:30;32,32;83920000,00;1,89
23068;19/07/2023 14:30;43,36;87466666,67;1,68
23068;19/07/2023 18:30;50,08;193066666,67;1,37
23068;20/07/2023 06:15;69,44;195733333,33;0,65
23068;20/07/2023 07:15;72,96;158400000,00;0,73
23068;20/07/2023 09:45;75,68;141866666,67;0,54
23069;18/07/2023 08:10;17,04;6834666,67;1,95
23069;18/07/2023 12:10;16,48;11866666,67;1,81
23069;18/07/2023 16:10;18,24;15813333,33;1,84
23069;18/07/2023 20:10;19,28;22506666,67;2,02
23069;19/07/2023 06:30;25,6;81333333,33;1,95
23069;19/07/2023 10:30;28,88;82266666,67;1,81
23069;19/07/2023 14:30;39,28;56986666,67;1,63
23069;19/07/2023 18:30;46,32;160266666,67;1,54
23069;20/07/2023 06:15;62,96;194933333,33;0,94
23069;20/07/2023 07:15;63,6;153333333,33;0,82
23069;20/07/2023 09:45;64,8;128266666,67;0,7
23066;24/07/2023 09:15;14,64;6189333,33;1,98
23066;24/07/2023 13:00;15,44;11093333,33;1,96
23066;24/07/2023 17:00;16,96;29546666,67;2,14
23066;24/07/2023 21:00;18,56;30826666,67;1,98
23066;25/07/2023 08:40;35,6;123733333,33;1,84
23066;25/07/2023 12:00;42,08;116000000,00;1,58
23066;25/07/2023 16:00;51,52;135733333,33;1,26
23066;25/07/2023 20:00;57,28;121333333,33;1,06
23066;26/07/2023 07:00;66;173066666,67;0,34
23066;26/07/2023 08:10;68,88;172266666,67;0,26
23066;26/07/2023 10:00;65,36;113866666,67;0,18
23070;24/07/2023 09:15;17,52;6085333,33;2,07
23070;24/07/2023 13:00;18,72;11146666,67;1,98
23070;24/07/2023 17:00;19,76;23386666,67;1,99
23070;24/07/2023 21:00;21,52;25333333,33;2,02
23070;25/07/2023 08:40;33,44;80533333,33;1,78
23070;25/07/2023 12:00;38,8;80853333,33;1,72
23070;25/07/2023 16:00;48,56;103200000,00;1,5
23070;25/07/2023 20:00;52,56;120000000,00;1,24
23070;26/07/2023 07:00;61,92;165866666,67;0,74
23070;26/07/2023 08:10;62,72;91200000,00;0,67
23070;26/07/2023 10:00;63,68;110133333,33;0,52
23071;25/07/2023 07:45;18;5533333,33;2,04
23071;25/07/2023 11:20;18,32;8128000,00;1,91
23071;25/07/2023 15:30;19,36;13840000,00;2,03
23071;25/07/2023 19:30;21,28;15973333,33;1,87
23071;26/07/2023 07:20;34;77920000,00;1,83
23071;26/07/2023 11:15;42,32;79226666,67;1,64
23071;26/07/2023 15:20;51,12;80746666,67;1,46
23071;26/07/2023 19:20;60,88;109866666,67;1,21
23071;27/07/2023 06:20;74,88;141066666,67;0,51
23071;27/07/2023 07:20;77,2;173866666,67;0,45
23071;27/07/2023 09:45;77,36;111200000,00;0,26
23072;25/07/2023 07:45;16,64;5365333,33;2,04
23072;25/07/2023 11:20;17,04;8904000,00;1,88
23072;25/07/2023 15:30;18,32;13013333,33;1,9
23072;25/07/2023 19:30;20,32;17386666,67;1,87
23072;26/07/2023 07:20;31,36;78933333,33;1,75
23072;26/07/2023 11:15;38,4;73866666,67;1,65
23072;26/07/2023 15:20;47,28;69733333,33;1,57
23072;26/07/2023 19:20;54,8;110400000,00;1,4
23072;27/07/2023 06:20;69,28;128800000,00;0,63
23072;27/07/2023 07:20;69,04;138400000,00;0,54
23072;27/07/2023 09:45;69,68;80293333,33;0,38
23073;31/07/2023 10:00;17,76;6864000,00;1,97
23073;31/07/2023 14:00;18,32;11093333,33;1,9
23073;31/07/2023 18:00;19,28;27626666,67;2,02
23073;01/08/2023 08:15;32,32;65946666,67;1,7
23073;01/08/2023 12:30;42,72;92800000,00;1,52
23073;01/08/2023 16:30;50,88;182133333,33;1,48
23073;01/08/2023 20:30;55,92;103733333,33;1,23
23073;02/08/2023 07:00;71,6;83520000,00;0,51
23073;02/08/2023 08:45;70,24;148266666,67;0,46
23073;02/08/2023 09:45;71,52;160000000,00;0,4
23073;02/08/2023 11:45;73,84;77173333,33;0,26
23075;31/07/2023 10:00;17,84;6989333,33;1,74
23075;31/07/2023 14:00;18,56;10160000,00;1,78
23075;31/07/2023 18:00;19,6;22053333,33;1,89
23075;01/08/2023 08:15;35,44;85600000,00;1,78
23075;01/08/2023 12:30;39,2;79040000,00;1,54
23075;01/08/2023 16:30;46,24;155200000,00;1,43
23075;01/08/2023 20:30;53,28;75680000,00;1,12
23075;02/08/2023 07:00;68,64;112800000,00;0,57
23075;02/08/2023 08:45;70,48;125866666,67;0,5
23075;02/08/2023 09:45;70,64;148533333,33;0,46
23075;02/08/2023 11:45;75,36;104533333,33;0,3
23074;01/08/2023 00:00;17,28;5005333,33;1,99
23074;01/08/2023 12:20;17,84;11120000,00;2,1
23074;01/08/2023 16:20;19,76;17840000,00;2,07
23074;01/08/2023 20:20;21,92;24213333,33;2,27
23074;02/08/2023 07:20;35,12;100800000,00;2,15
23074;02/08/2023 11:20;40,72;111733333,33;1,93
23074;02/08/2023 15:20;47,36;96266666,67;1,74
23074;02/08/2023 19:20;53,04;117066666,67;1,61
23074;03/08/2023 06:05;59,44;141866666,67;1,03
23074;03/08/2023 07:05;59,28;169066666,67;0,89
23074;03/08/2023 08:40;60,08;184266666,67;0,7
23074;03/08/2023 10:45;59,68;135200000,00;0,54
23076;01/08/2023 08:00;17,92;5776000,00;1,83
23076;01/08/2023 12:20;18,4;7989333,33;1,78
23076;01/08/2023 16:20;20,08;19386666,67;2
23076;01/08/2023 20:20;21,44;17493333,33;1,92
23076;02/08/2023 07:20;31,28;56880000,00;1,78
23076;02/08/2023 11:20;41,04;73226666,67;1,78
23076;02/08/2023 15:20;51,12;74720000,00;1,62
23076;02/08/2023 19:20;58,16;98133333,33;1,33
23076;03/08/2023 06:05;73,76;129333333,33;0,74
23076;03/08/2023 07:05;77,2;176266666,67;0,66
23076;03/08/2023 09:20;77,36;140266666,67;0,58
23077;04/09/2023 12:15;26,24;4506666,67;2,104
23077;04/09/2023 16:15;18,96;10000000,00;1,784
23077;04/09/2023 20:00;20,24;20400000,00;2,032
23077;05/09/2023 06:45;28,48;57280000,00;2,072
23077;05/09/2023 11:00;35,12;66106666,67;1,824
23077;05/09/2023 14:45;42,8;84400000,00;1,968
23077;05/09/2023 18:45;49,36;138133333,33;1,896
23077;06/09/2023 06:20;66,72;120000000,00;1,16
23077;06/09/2023 07:40;67,36;128800000,00;0,856
23077;06/09/2023 10:00;67,76;137600000,00;0,848
23077;06/09/2023 11:00;67,92;155200000,00;0,76
23077;06/09/2023 11:45;70,96;157866666,67;0,752
23077;06/09/2023 13:00;70,56;165333333,33;0,76
23078;04/09/2023 08:10;18;6677333,33;1,944
23078;04/09/2023 12:00;18,64;10906666,67;2,216
23078;04/09/2023 16:00;20,32;11066666,67;1,568
23078;04/09/2023 20:00;21,2;22826666,67;2,048
23078;05/09/2023 06:45;29,84;71760000,00;1,232
23078;05/09/2023 11:00;36,32;70560000,00;1,728
23078;05/09/2023 14:45;43,92;78000000,00;1,736
23078;05/09/2023 18:45;4,96;116533333,33;1,504
23078;06/09/2023 06:20;69,04;88506666,67;0,808
23078;06/09/2023 07:40;70,56;105866666,67;0,68
23078;06/09/2023 09:00;73,2;147200000,00;0,656
23078;06/09/2023 11:00;76,4;166133333,33;0,568
23079;05/09/2023 08:30;18,64;5282666,67;1,88
23079;05/09/2023 12:30;19,92;6930666,67;1,88
23079;05/09/2023 16:30;20,72;14933333,33;2,144
23079;05/09/2023 20:30;22,32;23920000,00;2,024
23079;06/09/2023 06:45;31,6;53626666,67;1,64
23079;06/09/2023 10:45;36,88;62453333,33;1,624
23079;06/09/2023 14:45;46,32;74106666,67;1,456
23079;06/09/2023 18:45;54,24;131200000,00;1,24
23079;07/09/2023 06:30;74,24;131200000,00;0,632
23079;07/09/2023 07:40;79,92;116266666,67;0,576
23079;07/09/2023 09:00;84,8;145600000,00;0,56
23079;07/09/2023 10:35;81,6;132800000,00;NA
23080;05/09/2023 08:30;18,8;5333333,33;1,944
23080;05/09/2023 12:30;19,2;8170666,67;1,52
23080;05/09/2023 16:30;20,08;14400000,00;2,016
23080;05/09/2023 20:30;21,68;22266666,67;2,136
23080;06/09/2023 06:45;31,04;52480000,00;1,616
23080;06/09/2023 10:45;37,76;67173333,33;1,776
23080;06/09/2023 14:45;48,16;83200000,00;1,424
23080;06/09/2023 18:45;58;59253333,33;1,192
23080;07/09/2023 06:30;77,04;130133333,33;0,56
23080;07/09/2023 07:40;83,2;129866666,67;0,568
23080;07/09/2023 10:00;82,4;126133333,33;0,56
P23363;06/09/2023 14:45;21,6;5504000,00;1,512
P23363;06/09/2023 18:45;21,68;13866666,67;1,648
P23363;07/09/2023 06:30;28,08;33413333,33;1,64
P23363;07/09/2023 10:30;33,04;53066666,67;1,688
P23363;07/09/2023 14:30;39,92;50160000,00;1,48
P23363;07/09/2023 18:30;48,56;68373333,33;1,56
P23363;08/09/2023 08:00;74,16;115466666,67;0,768
P23363;08/09/2023 10:00;74,4;115466666,67;0,808
P23363;08/09/2023 11:00;76,08;162400000,00;0,712
P23363;08/09/2023 12:00;77,92;152000000,00;0,608
P23363;08/09/2023 13:15;77,12;99466666,67;0,624
P23363;08/09/2023 15:30;84,8;165066666,67;0,368
23081;13/09/2023 07:55;18,24;5408000,00;1,592
23081;13/09/2023 11:55;18,32;8856000,00;1,376
23081;13/09/2023 15:55;19,28;10480000,00;1,576
23081;13/09/2023 19:55;20,16;24560000,00;1,512
23081;14/09/2023 06:45;25,36;54426666,67;1,304
23081;14/09/2023 10:45;32,08;70773333,33;1,152
23081;14/09/2023 14:45;33,28;69386666,67;1,104
23081;14/09/2023 18:45;36,16;76106666,67;0,984
23081;15/09/2023 06:40;45,6;116266666,67;0,84
23081;15/09/2023 07:40;49,36;104000000,00;0,816
23081;15/09/2023 08:40;48,96;112000000,00;0,808
23081;15/09/2023 09:50;50,72;109066666,67;0,768
23081;15/09/2023 11:30;50,8;99200000,00;NA
23082;13/09/2023 07:55;16,32;3589333,33;2,208
23082;13/09/2023 11:55;17,04;6853333,33;1,968
23082;13/09/2023 15:55;18,48;8666666,67;1,968
23082;13/09/2023 19:55;19,92;17173333,33;2,144
23082;14/09/2023 06:45;28,56;55840000,00;1,792
23082;14/09/2023 10:45;39,68;62933333,33;1,504
23082;14/09/2023 14:45;45,68;48986666,67;1,456
23082;14/09/2023 18:45;53,36;53360000,00;1,176
23082;15/09/2023 06:40;52,48;128266666,67;0,888
23082;15/09/2023 07:40;56,8;124266666,67;0,96
23082;15/09/2023 08:40;59,76;117866666,67;0,84
23082;15/09/2023 10:10;59,44;128533333,33;0,808
23082;15/09/2023 11:10;60,32;113600000,00;0,76
23082;15/09/2023 12:00;65,04;150133333,33;0,68
23082;15/09/2023 13:00;67,68;155466666,67;0,568
23082;15/09/2023 15:00;74,24;95466666,67;0,448
23083;12/09/2023 08:40;16,96;7296000,00;1,88
23083;12/09/2023 12:40;17,36;13333333,33;2,312
23083;12/09/2023 16:40;18,4;15013333,33;2,136
23083;12/09/2023 20:40;20,08;26800000,00;2,568
23083;13/09/2023 06:30;28,96;80960000,00;2,152
23083;13/09/2023 10:30;35,76;82346666,67;2,248
23083;13/09/2023 14:30;42,08;92000000,00;1,84
23083;13/09/2023 18:30;48,24;163733333,33;1,784
23083;14/09/2023 06:30;52,56;108000000,00;1,408
23083;14/09/2023 07:40;54,16;70400000,00;1,272
23083;14/09/2023 10:30;53,84;103466666,67;1,136
23084;12/09/2023 08:40;17,44;5872000,00;1,768
23084;12/09/2023 12:40;18,08;10160000,00;2,216
23084;12/09/2023 16:40;18,24;12933333,33;1,92
23084;12/09/2023 20:40;21,28;26000000,00;2,224
23084;13/09/2023 06:30;33,12;61120000,00;1,824
23084;13/09/2023 10:30;41,84;66853333,33;1,728
23084;13/09/2023 14:30;49,76;76053333,33;1,512
23084;13/09/2023 18:30;57,84;79093333,33;1,264
23084;14/09/2023 06:30;73,92;141866666,67;0,52
23084;14/09/2023 07:40;80,8;97600000,00;0,416
23084;14/09/2023 09:00;80;187466666,67;0,336
23084;14/09/2023 10:00;83,2;139733333,33;0
23084;14/09/2023 14:00;79,44;114933333,33;0
23085;25/09/2023 09:00;16,32;5656000,00;2,096
23085;25/09/2023 13:00;16,88;6218666,67;1,936
23085;25/09/2023 17:00;17,68;11200000,00;1,944
23085;25/09/2023 21:00;19,68;26800000,00;1,768
23085;26/09/2023 08:30;32,32;56426666,67;1,576
23085;26/09/2023 12:30;37,12;84533333,33;1,688
23085;26/09/2023 16:30;44,32;84240000,00;1,424
23085;26/09/2023 20:30;51,04;92266666,67;1,2
23085;27/09/2023 07:10;64,72;128533333,33;0,824
23085;27/09/2023 08:10;63,28;137066666,67;0,624
23085;27/09/2023 09:10;64,8;158666666,67;0,664
23085;27/09/2023 11:15;65,92;133866666,67;0,552
23085;27/09/2023 13:00;63,76;131733333,33;0,52
23086;25/09/2023 09:00;16,16;5314666,67;2,048
23086;25/09/2023 13:00;17,12;15493333,33;1,712
23086;25/09/2023 17:00;17,92;14960000,00;1,76
23086;25/09/2023 21:00;18,56;26666666,67;1,808
23086;26/09/2023 08:30;31,52;48560000,00;1,72
23086;26/09/2023 12:30;36,08;78506666,67;1,832
23086;26/09/2023 16:30;43,6;59866666,67;1,424
23086;26/09/2023 20:30;50,64;94133333,33;1,312
23086;27/09/2023 07:10;59,92;123200000,00;0,88
23086;27/09/2023 08:10;63,6;141600000,00;0,784
23086;27/09/2023 09:10;62,72;161600000,00;0,792
23086;27/09/2023 10:05;64,24;124000000,00;0,704
23086;27/09/2023 11:45;67,2;122666666,67;0,56
23087;26/09/2023 09:45;18,32;6346666,67;2,248
23087;26/09/2023 13:45;19,36;11413333,33;2,312
23087;26/09/2023 17:45;21,2;19040000,00;2,064
23087;27/09/2023 07:30;29,2;51413333,33;1,816
23087;27/09/2023 11:30;36,32;72186666,67;1,688
23087;27/09/2023 15:30;48,72;54453333,33;1,448
23087;27/09/2023 19:30;50,88;75493333,33;1,248
23087;28/09/2023 08:00;65,6;123200000,00;0,688
23087;28/09/2023 09:00;69,36;140000000,00;0,544
23087;28/09/2023 10:00;70,56;131466666,67;0,432
23087;28/09/2023 12:00;73,28;154400000,00;0,352
23088;26/09/2023 09:45;18,96;5312000,00;2,088
23088;26/09/2023 13:45;19,12;9973333,33;1,944
23088;26/09/2023 17:45;20,32;11440000,00;1,864
23088;27/09/2023 07:30;36;118666666,67;1,872
23088;27/09/2023 11:30;42,88;114933333,33;1,592
23088;27/09/2023 15:30;45,28;69600000,00;0,448
23088;27/09/2023 19:00;53,76;96266666,67;0,536
23088;28/09/2023 08:00;72,4;126666666,67;0,688
23088;28/09/2023 09:00;74,8;123733333,33;0,52
23088;28/09/2023 10:00;76,64;148800000,00;0,456
23088;28/09/2023 11:00;77,84;158400000,00;0,408
23088;28/09/2023 13:10;76,96;86400000,00;0,312
23089;02/10/2023 08:45;18,32;3794666,67;2,064
23089;02/10/2023 12:45;18,8;7325333,33;1,872
23089;02/10/2023 16:45;20,64;7034666,67;1,888
23089;02/10/2023 20:45;22;23200000,00;NA
23089;03/10/2023 07:15;29,92;58213333,33;1,808
23089;03/10/2023 11:15;35,6;97333333,33;1,8
23089;03/10/2023 15:15;43,12;92000000,00;1,456
23089;03/10/2023 19:15;48,8;112800000,00;1,312
23089;04/10/2023 06:30;58,56;214400000,00;0,808
23089;04/10/2023 08:00;63,04;147200000,00;0,672
23089;04/10/2023 11:45;64,08;62613333,33;0,552
23090;02/10/2023 08:45;17,68;3552000,00;1,832
23090;02/10/2023 12:45;17,76;7120000,00;1,992
23090;02/10/2023 16:45;18,88;14533333,33;2,04
23090;02/10/2023 20:45;20,08;16080000,00;2,008
23090;03/10/2023 07:15;26,24;41280000,00;1,848
23090;03/10/2023 11:15;30,24;70720000,00;1,888
23090;03/10/2023 15:15;36,72;93066666,67;1,76
23090;03/10/2023 19:15;44,08;112000000,00;1,616
23090;04/10/2023 06:30;60;152800000,00;1,08
23090;04/10/2023 08:00;61,04;144800000,00;0,976
23090;04/10/2023 09:45;60,08;141066666,67;1,008
23090;04/10/2023 11:45;63,44;122133333,33;0,744
23091;03/10/2023 08:45;14,56;4888000,00;1,464
23091;03/10/2023 12:45;15,76;8773333,33;1,208
23091;03/10/2023 16:45;16,64;13626666,67;1,416
23091;03/10/2023 20:45;18;20720000,00;1,288
23091;04/10/2023 07:15;26,48;65066666,67;1,2
23091;04/10/2023 11:30;36;99733333,33;1,008
23091;04/10/2023 15:15;44,72;95733333,33;0,92
23091;04/10/2023 19:40;51,92;132800000,00;0,672
23091;05/10/2023 06:30;68;85653333,33;0
23091;05/10/2023 07:30;65,68;139733333,33;0
23091;05/10/2023 08:30;65,12;126400000,00;0
23092;03/10/2023 08:45;18,56;4402666,67;2,368
23092;03/10/2023 12:45;19,12;7789333,33;2,288
23092;03/10/2023 16:45;21,2;12586666,67;2,464
23092;03/10/2023 20:45;22,4;15813333,33;2,232
23092;04/10/2023 07:15;31,12;50560000,00;2,088
23092;04/10/2023 11:30;37,68;95200000,00;1,968
23092;04/10/2023 15:15;47,44;86133333,33;1,592
23092;04/10/2023 19:40;54,08;81866666,67;1,512
23092;05/10/2023 06:30;69,68;105866666,67;1,032
23092;05/10/2023 07:30;70,4;115200000,00;0,936
23092;05/10/2023 08:30;72,16;132533333,33;0,936
23092;05/10/2023 09:40;74;147466666,67;0,912
23092;05/10/2023 10:30;74,4;161866666,67;0,824
23092;05/10/2023 12:15;75,12;148000000,00;0,728
23093;27/09/2023 15:00;21,84;5885333,33;1,72
23093;27/09/2023 19:00;21,36;11733333,33;1,856
23093;28/09/2023 08:00;25,76;29573333,33;1,992
23093;28/09/2023 12:00;29,52;45013333,33;1,624
23093;28/09/2023 16:00;33,52;56133333,33;1,544
23093;28/09/2023 20:00;40,16;78080000,00;1,52
23093;29/09/2023 08:00;64,48;139200000,00;1,088
23093;29/09/2023 10:45;71,76;131466666,67;0,824
23093;29/09/2023 12:45;73,12;116266666,67;0,728
23093;29/09/2023 13:10;71,36;145333333,33;0,672
23093;29/09/2023 15:00;74,32;108533333,33;0,464
23094;09/10/2023 14:00;18,08;3189333,33;1,68
23094;09/10/2023 18:00;18;5488000,00;1,784
23094;10/10/2023 07:00;19,12;12826666,67;2,12
23094;10/10/2023 11:15;20,08;19973333,33;1,752
23094;10/10/2023 15:15;22,56;24720000,00;1,736
23094;10/10/2023 19:15;24,48;37360000,00;1,768
23094;11/10/2023 09:00;38,96;90933333,33;1,456
23094;11/10/2023 11:00;41,52;99200000,00;1,384
23094;11/10/2023 12:35;42,8;100000000,00;1,464
23094;11/10/2023 15:00;46,4;88800000,00;1,352
23095;09/10/2023 14:00;13,36;3250666,67;1,616
23095;09/10/2023 18:00;13,04;5330666,67;1,912
23095;10/10/2023 07:00;14,32;9626666,67;1,896
23095;10/10/2023 11:15;15,44;16320000,00;1,744
23095;10/10/2023 15:15;18,48;23893333,33;1,648
23095;10/10/2023 19:15;21,92;39333333,33;1,704
23095;11/10/2023 09:00;40,72;97866666,67;1,472
23095;11/10/2023 11:00;44,8;116800000,00;1,416
23095;11/10/2023 12:35;44,32;118933333,33;1,376
23095;11/10/2023 15:15;50,24;119466666,67;1,24
23096;17/10/2023 10:00;15,12;5464000,00;1,904
23096;17/10/2023 14:00;15,68;7810666,67;1,904
23096;17/10/2023 18:00;16,24;13066666,67;1,888
23096;18/10/2023 06:45;24,56;49786666,67;1,8
23096;18/10/2023 11:00;31,04;61706666,67;1,792
23096;18/10/2023 15:00;37,6;85466666,67;1,624
23096;18/10/2023 19:00;46,4;90266666,67;1,536
23096;19/10/2023 07:30;63,28;118133333,33;0,624
23096;19/10/2023 08:30;63,2;120000000,00;0,736
23096;19/10/2023 09:00;63,28;133866666,67;0,656
23096;19/10/2023 10:00;62,88;142400000,00;0,704
23096;19/10/2023 11:00;64,64;117333333,33;0,608
23097;17/10/2023 10:00;18,72;4616000,00;1,92
23097;17/10/2023 14:00;18,32;7002666,67;1,704
23097;17/10/2023 18:00;19,52;11866666,67;1,928
23097;18/10/2023 06:45;29,04;55706666,67;1,696
23097;18/10/2023 11:00;36,56;56986666,67;1,728
23097;18/10/2023 15:00;45,92;80026666,67;1,568
23097;18/10/2023 19:00;52,88;103200000,00;1,32
23097;19/10/2023 07:30;66;122666666,67;0,504
23097;19/10/2023 08:30;67,68;107200000,00;0,536
23097;19/10/2023 09:00;68,72;119466666,67;0,528
23097;19/10/2023 11:00;70,48;138133333,33;0,456
23098;17/10/2023 10:00;16,56;5162666,67;1,856
23098;17/10/2023 14:00;16,48;6957333,33;1,896
23098;17/10/2023 18:00;18,08;13440000,00;1,904
23098;18/10/2023 06:45;24,48;43573333,33;1,84
23098;18/10/2023 11:00;35,44;73306666,67;1,72
23098;18/10/2023 15:00;45,28;83946666,67;1,608
23098;18/10/2023 19:00;53,2;68560000,00;1,36
23098;19/10/2023 07:30;78;104533333,33;0,552
23098;19/10/2023 08:30;80,8;88800000,00;0,52
23098;19/10/2023 09:00;81,04;101600000,00;0,52
23098;19/10/2023 11:00;83,2;114133333,33;0,408
23099;23/10/2023 10:20;21,76;4410666,67;2,056
23099;23/10/2023 14:20;23,6;5616000,00;1,784
23099;23/10/2023 18:20;23,84;8826666,67;1,76
