ORDEN,LOTE,CANTIDAD_ENTREGADA,ORDEN_EN_EL_ENCADENADO,LOTE_PARENTAL,ID_BIOREACTOR,FECHA/HORA_INICIO,FECHA/HORA_FIN,VOLUMEN_DE_INOCULO_UTILIZADO,TURBIDEZ_INICIO_CULTIVO,TURBIDEZ_FIN_CULTIVO,VIABILIDAD_FINAL_CULTIVO,ID_CENTRIFUGA,CENTRIFUGACION_1_TURBIDEZ,CENTRIFUGACION_2_TURBIDEZ,PRODUCTO_1,PRODUCTO_2
200196793.0,23124,13.7,1,,14615,2023-11-27 07:30:00,2023-11-29 08:41:00,83.2,17.6,73.28,218400000,14246,28.64,29.28,1517.92,4.48
200196794.0,23125,13.5,1,,14616,2023-11-27 07:30:00,2023-11-29 08:45:00,84.0,19.52,73.60000000000001,178400000,17825,32.080000000000005,20.32,1688.08,4.800000000000001
200196872.0,23130,13.6,2,23118.0,13169,2023-11-22 13:00:00,2023-11-24 08:45:00,80.0,30.32,74.08,214400000,14246,31.28,38.400000000000006,1116.64,5.2
200196875.0,23129,13.7,2,23119.0,13170,2023-11-22 11:45:00,2023-11-24 08:30:00,80.0,30.32,75.36,232000000,12912,30.4,20.880000000000003,1902.96,6.24
200196873.0,23134,13.4,2,23124.0,14615,2023-11-29 12:35:00,2023-12-01 09:45:00,80.0,19.040000000000003,78.08,174400000,14246,28.08,37.84,1517.92,5.760000000000001
200196877.0,23131,13.6,1,,13169,2023-12-04 07:00:00,2023-12-06 07:40:00,83.2,18.16,73.52000000000001,203200000,17825,40.9,19.52,1778.2400000000002,6.88
200197370.0,23135,13.8,2,23125.0,14616,2023-11-29 12:55:00,2023-12-01 10:00:00,80.0,19.92,77.84,164000000,17825,32.160000000000004,11.44,1937.68,6.720000000000001
200196876.0,23132,13.6,1,,13170,2023-12-04 07:00:00,2023-12-06 07:40:00,88.0,17.84,82.4,207200000,12912,31.6,21.36,2107.68,5.760000000000001
200196878.0,23133,13.7,1,,14614,2023-12-04 07:00:00,2023-12-06 07:45:00,85.2,15.76,79.84,209600000,14246,27.44,36.48,1899.6,6.96
200196879.0,23136,13.76,1,,13170,2023-12-18 08:40:00,2023-12-20 08:30:00,83.2,16.48,71.2,172800000,12912,27.360000000000003,17.76,1460.4,4.960000000000001
200196880.0,23137,13.75,1,,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.60000000000001,16.16,56.96000000000001,280000000,14246,26.880000000000003,20.16,526.4,4.24
200196881.0,23138,13.77,1,,14615,2023-12-19 06:50:00,2023-12-21 10:20:00,80.0,16.16,69.04,185600000,12912,26.0,19.200000000000003,1468.88,4.88
200196882.0,23139,13.72,1,,14616,2023-12-19 13:15:00,2023-12-21 09:30:00,80.0,15.92,74.08,163200000,17825,26.72,20.0,1468.88,6.16
200196887.0,24003,12.48,1,,14614,2024-01-17 09:05:00,2024-01-19 08:40:00,82.4,15.52,74.4,185600000,17825,33.2,28.32,1275.8,4.16
200196890.0,24004,13.69,1,,14615,2024-01-16 11:30:00,2024-01-18 09:15:00,84.0,18.32,70.16000000000001,168800000,14246,28.72,19.52,1385.6,4.24
200196891.0,24005,13.55,1,,14616,2024-01-20 08:15:00,2024-01-22 08:00:00,82.4,16.64,84.0,200000000,17825,29.52,22.880000000000003,1419.68,4.88
200196893.0,24007,13.68,1,,14617,2024-01-20 08:25:00,2024-01-22 08:00:00,80.0,16.080000000000002,85.60000000000001,164800000,12912,28.8,23.36,1640.4,6.16
200196894.0,24008,13.75,1,,14615,2024-01-20 08:25:00,2024-01-22 08:00:00,82.4,17.12,84.0,172800000,14246,29.44,20.8,1575.44,5.44
200196898.0,24010,13.66,1,,13169,2024-01-27 07:10:00,2024-01-29 08:30:00,80.0,19.52,84.0,148800000,17825,33.44,27.52,1297.04,8.0
200196905.0,24009,13.77,1,,14614,2024-01-23 06:45:00,2024-01-25 08:30:00,80.0,15.12,74.16000000000001,170400000,14246,26.960000000000004,20.0,1479.5200000000002,7.52
200196906.0,24011,13.82,1,,13189,2024-01-22 08:00:00,2024-01-24 08:20:00,80.0,18.32,72.48,160800000,12912,26.56,,1571.28,6.640000000000001
200196888.0,24012,13.69,1,,13170,2024-01-23 06:45:00,2024-01-25 08:15:00,80.0,17.52,87.2,180800000,12912,31.760000000000005,25.12,1807.52,7.6
200196899.0,24014,13.55,1,,14615,2024-02-10 07:20:00,2024-02-12 10:15:00,83.60000000000001,14.56,70.0,153600000,12912,26.56,17.76,1590.7200000000005,5.04
200196907.0,24015,13.54,3,,14616,2024-02-07 10:30:00,2024-02-09 09:10:00,80.0,20.8,73.76,164000000,12912,32.4,20.8,1621.36,4.48
200196895.0,24016,13.72,2,,14616,2024-01-22 11:20:00,2024-01-24 09:00:00,80.0,21.44,89.60000000000001,157600000,17825,34.0,,1671.84,8.16
200196896.0,24017,13.86,2,,14617,2024-01-22 11:00:00,2024-01-24 08:15:00,80.0,19.840000000000003,83.2,160000000,14246,28.56,24.32,1806.96,8.0
200196889.0,24020,13.63,1,,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.80000000000001,139200000,12912,29.52,20.16,2004.0,7.920000000000001
200196902.0,24019,13.74,1,,14617,2024-02-03 07:00:00,2024-02-05 08:15:00,80.0,16.64,75.04,182400000,17825,30.08,18.72,1574.7200000000005,5.68
200196908.0,24021,13.54,1,,13169,2024-02-03 07:00:00,2024-02-05 09:15:00,80.0,15.6,71.60000000000001,164000000,12912,27.84,15.92,1493.7600000000002,6.56
200196903.0,24022,13.8,2,24010.0,13169,2024-01-29 12:30:00,2024-01-31 08:30:00,80.0,18.8,84.0,156000000,17825,30.72,23.680000000000003,1816.16,9.2
200196904.0,24023,13.77,2,24020.0,13170,2024-01-29 11:15:00,2024-01-31 08:00:00,80.0,18.32,84.0,159200000,12912,27.84,24.880000000000003,1816.2,8.959999999999999
200196897.0,24025,13.75,2,24021.0,13169,2024-02-05 12:25:00,2024-02-07 10:00:00,80.0,20.24,80.80000000000001,150400000,12912,30.32,20.08,1750.48,7.040000000000001
200199658.0,24027,13.6,1,,13170,2024-02-10 07:20:00,2024-02-12 10:55:00,83.60000000000001,18.72,72.88,156800000,14246,31.200000000000003,16.240000000000002,1663.2,5.120000000000001
200199659.0,24028,13.31,2,24027.0,13170,2024-02-12 14:45:00,2024-02-14 11:45:00,80.0,19.680000000000003,80.80000000000001,164000000,14246,29.680000000000003,26.72,1935.28,8.08
200200223.0,24031,13.7,1,,13169,2024-02-17 08:00:00,2024-02-19 07:45:00,80.0,14.8,87.2,195200000,14246,29.84,26.08,1812.48,6.88
200200226.0,24035,13.7,1,,14614,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,16.72,61.44,146400000,12912,28.24,13.68,970.8,3.04
200200227.0,24036,13.74,1,,14617,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,14.4,61.2,148800000,14246,24.880000000000003,13.52,1194.48,4.08
200200228.0,24037,13.76,2,24031.0,13169,2024-02-19 11:20:00,2024-02-21 07:00:00,80.0,17.919999999999998,90.4,183200000,14246,28.160000000000004,24.0,1584.16,6.88
10005271.0,24038,13.89,3,24037.0,13169,2024-02-21 10:55:00,2024-02-23 07:15:00,80.0,19.6,85.60000000000001,212000000,14246,29.6,28.960000000000004,1324.5600000000002,6.24
200200231.0,24040,13.59,2,24036.0,14617,2024-03-04 13:00:00,2024-03-06 12:00:00,80.0,44.400000000000006,74.24,95200000,14246,27.84,19.36,1218.3200000000002,5.28
200200372.0,24041,13.81,1,,13169,2024-03-09 08:10:00,2024-03-11 09:20:00,80.0,18.64,77.60000000000001,144800000,12912,30.960000000000004,20.72,1101.04,4.720000000000001
200200373.0,24042,13.78,1,,14615,2024-03-09 08:10:00,2024-03-11 09:10:00,80.0,19.040000000000003,68.4,157600000,14246,30.08,14.480000000000002,1151.44,4.32
200200374.0,24045,13.71,1,,14616,2024-03-12 07:25:00,2024-03-14 09:15:00,80.0,17.52,72.48,139200000,12912,27.84,17.76,1573.5200000000002,5.760000000000001
200200387.0,24046,13.71,2,24041.0,13169,2024-03-11 13:10:00,2024-03-13 10:50:00,80.0,19.92,88.0,156800000,12912,32.72,28.32,1783.84,7.840000000000001
200200233.0,24044,13.75,1,,13170,2024-03-16 09:20:00,2024-03-18 08:01:00,83.60000000000001,19.28,77.52000000000001,160800000,14246,30.72,20.680000000000003,1528.7200000000005,5.44
200200380.0,24049,13.57,1,,14617,2024-03-16 09:22:00,2024-03-18 08:23:00,83.60000000000001,18.880000000000003,72.64,164800000,12912,30.56,17.0,1342.8000000000002,4.88
200200381.0,24050,13.63,1,,14614,2024-03-23 08:57:00,2024-03-25 08:28:00,84.16000000000001,17.76,67.60000000000001,152000000,6379,29.44,26.64,1422.8000000000002,3.68
200200378.0,24047,13.72,2,24044.0,13170,2024-03-18 13:00:00,2024-03-20 07:00:00,80.0,18.24,86.4,223200000,14246,28.160000000000004,26.760000000000005,1794.3200000000002,6.640000000000001
200200385.0,24051,13.83,1,,13169,2024-03-23 08:57:00,2024-03-25 08:33:00,84.16000000000001,17.76,80.80000000000001,160800000,12912,33.44,19.32,1486.5600000000002,5.5200000000000005
200200386.0,24053,13.75,2,24051.0,13169,2024-03-25 12:27:00,2024-03-27 08:27:00,87.2,16.72,79.36000000000001,148000000,12912,26.56,19.16,1784.08,7.2
200200388.0,24052,13.78,2,24050.0,14614,2024-03-25 13:28:00,2024-03-27 08:51:00,86.4,17.28,69.04,148000000,14246,23.680000000000003,18.2,1857.28,6.0
200200376.0,24054,13.46,1,,14616,2024-04-16 08:12:00,2024-04-18 07:28:00,81.60000000000001,15.44,85.60000000000001,184800000,14246,27.84,23.96,,
200200377.0,24055,13.69,1,,14614,2024-04-13 08:18:00,2024-04-15 08:30:00,,14.32,73.67999999999999,175200000,12912,30.960000000000004,23.16,,
200200382.0,24056,13.85,1,,14615,2024-04-13 08:18:00,2024-04-15 08:15:00,,14.56,82.4,168000000,14246,29.52,28.880000000000003,,
200202545.0,24057,13.53,1,,13170,2024-04-16 08:12:00,2024-04-18 07:41:00,82.4,17.76,78.96000000000001,180800000,12912,31.04,25.32,,
200200371.0,24059,13.67,2,24056.0,14615,2024-04-15 12:27:00,2024-04-17 08:22:00,87.2,18.08,78.4,166400000,14246,26.880000000000003,23.64,,
200200384.0,24058,13.57,2,24055.0,14614,2024-04-15 12:28:00,2024-04-17 08:14:00,87.2,18.0,82.4,144800000,12912,26.08,20.36,,
200200375.0,24062,13.4,3,24058.0,14614,2024-04-17 12:05:00,2024-04-19 08:05:00,87.2,18.880000000000003,80.0,164800000,12912,27.52,24.64,,
200202547.0,24060,13.48,1,,13169,2024-04-20 09:19:00,2024-04-22 09:12:00,82.4,25.92,76.32000000000001,161600000,14246,32.56,17.919999999999998,,
200202548.0,24061,13.49,1,,14617,2024-04-20 09:24:00,2024-04-22 09:12:00,81.60000000000001,28.56,68.96000000000001,148800000,12912,27.760000000000005,14.72,,
200200383.0,24063,13.67,1,,13170,2024-04-23 10:35:00,2024-04-25 11:14:00,,15.52,68.72000000000001,180800000,12912,25.92,18.28,,
200202551.0,24064,13.36,1,,14616,2024-04-23 10:30:00,2024-04-25 11:10:00,,18.56,63.760000000000005,174400000,14246,29.360000000000003,12.48,,
200202549.0,24065,13.54,2,24060.0,13169,2024-04-22 13:09:00,2024-04-24 09:25:00,80.0,18.48,77.60000000000001,209600000,14246,29.28,25.16,,
200202550.0,24066,13.56,2,24061.0,14617,2024-04-22 13:12:00,2024-04-24 09:22:00,80.0,19.6,77.44,118400000,12912,27.44,21.44,,
200200221.0,24068,13.46,3,24065.0,13169,2024-04-24 13:34:00,2024-04-26 07:11:00,80.0,21.200000000000003,80.0,173600000,14246,30.0,22.24,,
200202552.0,24069,13.48,3,24066.0,14617,2024-04-24 13:34:00,2024-04-26 11:13:00,80.0,19.92,64.4,160000000,12912,31.760000000000005,25.36,,
200202553.0,24067,13.61,1,,14615,2024-04-27 10:01:00,2024-04-29 08:57:00,82.96000000000001,16.96,76.88,177600000,17825,32.160000000000004,18.2,,
200202554.0,24070,13.59,1,,13170,2024-04-27 10:01:00,2024-04-29 09:05:00,82.96000000000001,16.400000000000002,81.60000000000001,168000000,14246,30.0,22.52,,
200202555.0,24071,13.57,1,,13170,2024-04-27 10:01:00,2024-04-29 09:05:00,82.96000000000001,16.400000000000002,81.60000000000001,168000000,14246,30.0,22.52,,
200202557.0,24072,13.72,1,,14617,2024-04-30 09:59:00,2024-05-02 07:36:00,80.4,16.16,84.80000000000001,195200000,12912,30.480000000000004,22.36,,
200202558.0,24073,13.72,1,,13170,2024-05-14 08:47:00,2024-05-16 07:19:00,83.2,18.48,78.4,191200000,14246,31.92,19.28,,
200200230.0,24074,13.38,1,,14615,2024-05-14 08:48:00,2024-05-16 08:08:00,83.60000000000001,18.72,71.36,197600000,17825,34.4,22.28,,
200203877.0,24075,13.64,1,,14614,2024-05-18 08:34:00,2024-05-20 08:21:00,82.4,15.76,76.16000000000001,163200000,14246,26.56,19.44,,
200205527.0,24077,13.72,1,,14617,2024-05-18 08:35:00,2024-05-20 08:20:00,82.0,16.240000000000002,81.60000000000001,204800000,12912,29.6,24.56,,
200205681.0,24078,13.49,1,,13169,2024-05-21 07:42:00,2024-05-23 07:55:00,82.0,18.0,85.60000000000001,172800000,17825,33.92,26.200000000000003,,
200205528.0,24080,13.59,2,24074.0,14614,2024-05-20 12:16:00,2024-05-22 09:19:00,,18.72,88.80000000000001,124000000,14246,28.72,24.16,,
200205682.0,24079,13.6,1,,14615,2024-05-21 07:44:00,2024-05-23 07:55:00,81.2,17.680000000000003,75.12,173600000,14246,29.360000000000003,20.880000000000003,,
200205533.0,24081,13.72,2,24076.0,14617,2024-05-20 12:04:00,2024-05-22 09:16:00,,19.44,80.0,90400000,17825,29.44,21.24,,
200205529.0,24082,13.78,1,,13170,2024-05-28 07:54:00,2024-05-30 07:06:00,80.4,18.880000000000003,79.84,166400000,14246,29.84,18.2,,
200205530.0,24083,13.75,3,24080.0,14617,2024-05-22 13:10:00,2024-05-24 10:02:00,,18.48,85.60000000000001,169600000,14246,27.200000000000003,23.52,,
200203878.0,24084,13.83,1,,14614,2024-05-25 08:55:00,2024-05-27 08:35:00,85.2,18.32,74.48,180000000,17825,30.24,17.2,,
200205531.0,24085,13.77,1,,14615,2024-05-25 08:55:00,2024-05-27 09:19:00,81.60000000000001,17.919999999999998,74.96000000000001,163200000,14246,27.92,16.919999999999998,,
200205532.0,24086,13.67,1,,13169,2024-05-28 07:54:00,2024-05-30 08:10:00,80.0,16.32,81.60000000000001,173600000,17825,30.8,23.8,,
200205683.0,24087,13.76,2,24083.0,14614,2024-05-27 13:58:00,2024-05-29 09:10:00,,20.4,74.4,149600000,12912,27.6,18.84,,
200205535.0,24088,13.67,2,24084.0,14615,2024-05-27 13:21:00,2024-05-29 09:13:00,,16.72,74.16000000000001,171200000,14246,25.200000000000003,18.64,,
200205536.0,24089,13.67,1,,14616,2024-06-01 07:56:00,2024-06-03 08:53:00,83.2,18.32,64.8,158400000,12912,26.880000000000003,13.240000000000002,,
200205534.0,24090,13.73,1,,14617,2024-06-01 07:56:00,2024-06-03 08:43:00,82.4,18.0,71.44,148000000,14246,27.680000000000003,15.0,,
200205524.0,24091,13.71,3,24086.0,14614,2024-05-29 12:47:00,2024-05-31 09:39:00,,19.76,73.52000000000001,144800000,12912,26.08,19.56,,
200205525.0,24092,13.56,1,,13169,2024-06-04 07:03:00,2024-06-06 07:50:00,82.4,14.0,85.60000000000001,195200000,12912,30.480000000000004,27.760000000000005,,
200200229.0,24093,13.71,1,,13170,2024-06-04 07:03:00,2024-06-06 08:06:00,82.0,16.72,101.6,223200000,17825,38.8,39.04,,
200200232.0,24094,13.76,2,24088.0,14616,2024-06-03 12:23:00,2024-06-05 07:14:00,,15.92,73.76,214400000,12912,23.76,22.12,,
200205678.0,24096,13.64,1,,14615,2024-06-11 07:34:00,2024-06-13 07:03:00,82.4,20.8,82.4,246400000,17825,42.32,35.28,,
200205684.0,24095,13.65,2,24089.0,14617,2024-06-03 12:34:00,2024-06-05 07:18:00,,14.240000000000002,78.0,204800000,14246,22.32,19.72,,
200205685.0,24097,13.73,3,24094.0,14617,2024-06-05 15:08:00,2024-06-07 09:03:00,,33.44,101.6,230400000,14246,33.92,31.4,,
200205691.0,24098,13.65,1,,14616,2024-06-15 11:24:00,2024-06-17 10:46:00,82.4,22.24,87.2,240800000,12912,37.12,18.84,,
200205693.0,24099,13.81,2,24098.0,13170,2024-06-17 14:33:00,2024-06-19 09:34:00,80.0,19.52,78.48,165600000,12912,29.6,18.6,,
200205697.0,24100,13.48,3,24099.0,13170,2024-06-19 13:04:00,2024-06-21 07:51:00,80.0,20.8,84.0,216800000,12912,32.800000000000004,24.64,,
200205690.0,24103,13.64,1,,14615,2024-06-29 07:58:00,2024-07-01 07:49:00,82.4,19.040000000000003,84.80000000000001,172800000,14246,29.44,19.76,,
200205698.0,24101,13.63,1,,13169,2024-06-29 07:58:00,2024-07-01 07:46:00,81.60000000000001,19.28,92.0,157600000,12912,31.84,23.480000000000004,,
200205692.0,24104,13.61,1,,14616,2024-07-02 08:32:00,2024-07-04 08:43:00,83.60000000000001,20.16,82.4,171200000,14246,30.8,20.56,,
200205694.0,24105,13.82,1,,13170,2024-07-02 08:32:00,2024-07-04 08:39:00,83.60000000000001,19.28,84.80000000000001,173600000,17825,31.84,19.16,,
200205686.0,24108,13.63,1,,14617,2024-07-06 08:00:00,2024-07-08 08:29:00,84.4,20.16,81.60000000000001,159200000,14246,29.92,15.4,,
200205695.0,24106,13.69,2,24101.0,13169,2024-07-01 11:14:00,2024-07-03 08:19:00,80.0,23.6,84.0,163200000,12912,32.4,26.4,,
200205696.0,24107,13.45,2,24103.0,14615,2024-07-01 11:35:00,2024-07-03 08:37:00,80.0,21.76,87.2,151200000,14246,28.32,23.28,,
200205687.0,24109,11.35,3,24106.0,13169,2024-07-03 12:21:00,2024-07-05 08:23:00,80.0,23.840000000000003,94.4,196000000,12912,31.84,28.680000000000003,,
200205688.0,24110,13.77,3,24107.0,14615,2024-07-03 12:25:00,2024-07-05 08:26:00,80.0,26.56,104.8,157600000,14246,34.4,27.8,,
,24043,,1,,14614,2024-03-12 07:25:00,2024-03-14 08:25:00,80.0,19.44,69.67999999999999,132800000,14246,30.32,16.16,1254.5600000000002,4.720000000000001
,24076,,1,,14617,2024-05-14 08:50:00,2024-05-16 07:15:00,83.2,17.12,75.52000000000001,179200000,12912,29.680000000000003,18.72,,
